序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
2250,688103,国力股份,49.95,1.26,0.62,7863.0,38939302.0,2.07,50.02,49.0,49.26,49.33,1.01,0.82,100.92,4.22,4761011023.0,4761011023.0,0.3,0.24,35.29,22.82
2251,601388,怡球资源,2.41,1.26,0.03,124590.0,30065923.0,2.94,2.44,2.37,2.38,2.38,0.5,0.57,61.85,1.24,5304946505.0,5304946505.0,-0.41,-0.41,3.43,-2.03
2252,603825,华扬联众,11.22,1.26,0.14,38501.0,42758829.0,5.51,11.29,10.68,11.0,11.08,1.9,1.52,-12.77,7.65,2842436113.0,2842436113.0,-0.09,0.0,-9.22,-25.65
2253,300017,网宿科技,11.25,1.26,0.14,476166.0,533802213.25,2.97,11.3,10.97,11.05,11.11,1.34,2.08,35.86,2.72,27514491379.0,25739515339.0,-0.09,0.0,-1.06,6.43
2254,300997,欢乐家,13.82,1.25,0.17,26241.0,36132851.63,2.2,13.87,13.57,13.8,13.65,0.6,0.68,44.13,5.81,6045883425.0,5334620278.0,0.07,0.14,-1.0,-8.84
2255,300943,春晖智控,12.92,1.25,0.16,31632.0,40575167.5,3.84,12.98,12.49,12.77,12.76,1.39,2.35,52.04,2.67,2633354400.0,1735676508.0,0.08,0.16,-0.62,0.23
2256,002381,双箭股份,6.49,1.25,0.08,29717.0,19177260.0,2.03,6.5,6.37,6.38,6.41,0.93,0.92,25.88,1.23,2671137040.0,2089948325.0,-0.15,0.0,-1.52,-2.55
2257,000868,安凯客车,5.67,1.25,0.07,54915.0,30998942.0,2.68,5.69,5.54,5.59,5.6,0.55,0.75,304.73,6.17,5327048547.0,4157972130.0,0.0,0.0,2.35,11.18
2258,600989,宝丰能源,16.15,1.25,0.2,206684.0,334354477.0,2.7,16.31,15.88,15.88,15.95,1.5,0.28,12.15,2.6,118433764000.0,118433764000.0,-0.12,0.0,-1.04,-4.1
2259,002788,鹭燕医药,8.08,1.25,0.1,25981.0,20952345.56,1.75,8.1,7.96,7.97,7.98,0.92,0.68,11.0,0.97,3139215227.0,3083216779.0,0.0,-0.25,-0.98,-1.58
2260,603205,健尔康,38.91,1.25,0.48,33404.0,129927854.0,4.48,39.49,37.77,38.33,38.43,0.75,11.36,40.52,3.22,4669200000.0,1143910654.0,0.03,0.13,7.49,1.65
2261,301548,崇德科技,48.5,1.25,0.6,35776.0,171918114.95,9.6,49.75,45.15,45.37,47.9,3.48,13.64,37.93,2.83,4219500000.0,1272396579.0,0.25,0.23,13.96,12.16
2262,002291,遥望科技,5.69,1.25,0.07,147235.0,83647129.15,3.74,5.75,5.54,5.59,5.62,0.98,1.68,-5.28,1.54,5290435932.0,4993936616.0,0.0,0.0,-10.11,-9.83
2263,300009,安科生物,8.11,1.25,0.1,48315.0,39072740.28,1.5,8.13,8.01,8.07,8.01,1.0,0.4,16.23,3.32,13564410166.0,9907988687.0,0.0,0.12,-0.86,-5.04
2264,603883,老百姓,18.59,1.25,0.23,104217.0,192985205.0,3.87,18.86,18.15,18.3,18.36,1.05,1.37,16.82,2.03,14130177446.0,14107769487.0,-0.54,-0.16,17.66,13.56
2265,002063,远光软件,5.65,1.25,0.07,135794.0,76439958.52,2.51,5.67,5.53,5.57,5.58,0.81,0.79,286.62,2.92,10763792400.0,9669235743.0,0.0,0.0,-0.7,-1.91
2266,300386,飞天诚信,16.19,1.25,0.2,125798.0,202043703.2,3.25,16.25,15.73,15.99,15.99,0.56,5.07,88.02,4.55,6768132360.0,4018603327.0,0.12,0.25,7.29,-3.63
2267,600439,瑞贝卡,3.24,1.25,0.04,173969.0,56061250.0,4.06,3.26,3.13,3.13,3.2,0.74,1.54,144.15,1.39,3667632826.0,3667632826.0,0.31,0.0,0.0,-3.86
2268,000757,浩物股份,4.06,1.25,0.05,120328.0,48899695.1,4.24,4.15,3.98,3.98,4.01,1.35,2.26,66.09,1.39,2162827346.0,2162821028.0,0.0,0.25,8.27,8.85
2269,002533,金杯电工,9.7,1.25,0.12,66942.0,64922666.0,1.88,9.77,9.59,9.61,9.58,1.06,1.05,13.05,1.72,7119228301.0,6185160700.0,0.0,0.0,-1.42,-1.42
2270,601616,广电电气,4.08,1.24,0.05,103289.0,41920739.0,2.73,4.1,3.99,4.03,4.03,1.28,1.21,46.61,1.42,3482995302.0,3482995302.0,0.25,0.25,-4.67,-7.06
2271,300513,恒实科技,7.37,1.24,0.09,67662.0,48690169.64,6.18,7.38,6.93,7.03,7.28,2.17,2.4,-18.41,1.68,2311903812.0,2074189245.0,0.0,0.14,-14.2,-19.28
2272,688570,天玛智控,18.85,1.24,0.23,3863.0,7260979.0,2.2,18.93,18.52,18.65,18.62,1.05,0.21,24.04,1.88,8162050000.0,3506288500.0,0.16,0.16,0.05,-1.87
2273,688455,科捷智能,11.4,1.24,0.14,7686.0,8762091.0,4.17,11.58,11.11,11.37,11.26,1.43,0.59,-11.86,2.23,2061680504.0,1480280504.0,0.09,0.09,-2.98,4.01
2274,000558,天府文旅,4.08,1.24,0.05,633699.0,259379446.6,3.97,4.2,4.04,4.11,4.03,1.07,4.92,47.32,4.82,5260033712.0,5257833201.0,-0.24,0.0,25.54,19.65
2275,832110,雷特科技,37.47,1.24,0.46,3902.0,14589129.34,4.86,38.06,36.26,36.81,37.01,0.6,2.4,34.52,3.91,1461330000.0,608475330.0,0.0,0.21,25.65,14.59
2276,688777,中控技术,47.47,1.24,0.58,36325.0,172231646.0,2.56,47.86,46.66,46.71,46.89,0.91,0.46,33.6,3.64,37529366922.0,37151137213.0,-0.11,-0.04,-7.84,-4.43
2277,600959,江苏有线,3.27,1.24,0.04,150295.0,49083081.0,2.48,3.29,3.21,3.23,3.23,1.33,0.3,44.75,0.73,16352346833.0,16352346833.0,-0.3,0.0,0.93,-2.39
2278,300950,德固特,15.55,1.24,0.19,21896.0,33324081.5,4.69,15.58,14.86,15.16,15.36,1.7,2.44,24.71,3.06,2339964000.0,1396318470.0,-0.06,-0.06,-8.58,-3.72
2279,834062,科润智控,9.01,1.24,0.11,18524.0,16555408.69,3.37,9.08,8.78,8.85,8.9,0.78,1.43,29.12,2.35,1681142356.0,1168157808.0,0.22,0.11,24.62,17.62
2280,301039,中集车辆,8.17,1.24,0.1,66987.0,54270510.2,2.85,8.18,7.95,8.09,8.07,0.89,0.46,21.44,1.05,15311596511.0,11876565600.0,0.0,0.0,-10.12,-9.72
2281,002228,合兴包装,3.26,1.24,0.04,127987.0,41464827.0,2.48,3.26,3.18,3.2,3.22,0.66,1.07,19.58,1.24,3897463018.0,3884214639.0,0.0,0.0,10.14,8.67
2282,003015,日久光电,13.88,1.24,0.17,72612.0,100197444.0,2.92,13.91,13.51,13.63,13.71,0.88,2.93,34.77,3.9,3901205338.0,3433935485.0,0.0,0.14,-1.35,-3.0
2283,002405,四维图新,8.14,1.24,0.1,124733.0,101055286.23,1.99,8.16,8.0,8.01,8.04,1.06,0.53,-31.65,2.24,19306592936.0,19176628923.0,0.0,0.25,-7.18,-15.56
2284,301027,华蓝集团,11.53,1.23,0.14,19207.0,22175117.0,2.37,11.66,11.39,11.39,11.39,0.93,1.63,-46.78,1.83,1704838944.0,1362305750.0,-0.09,0.09,-31.37,-28.21
2285,301262,海看股份,23.13,1.23,0.28,7339.0,16904935.01,2.58,23.24,22.65,22.83,22.85,0.98,0.6,20.59,2.62,9645210000.0,2823603817.0,0.0,0.0,-7.55,-5.67
2286,000955,欣龙控股,4.13,1.23,0.05,46415.0,19262157.0,3.43,4.19,4.05,4.12,4.08,1.02,0.86,-592.82,3.44,2223571350.0,2222125127.0,0.0,-0.24,3.25,-0.24
2287,605089,味知香,23.89,1.23,0.29,4550.0,10823623.0,2.97,24.08,23.38,23.38,23.6,0.97,0.33,42.26,2.66,3296820000.0,3296820000.0,-0.17,-0.08,3.06,-4.21
2288,688055,龙腾光电,3.28,1.23,0.04,27355.0,8959735.0,2.47,3.3,3.22,3.24,3.24,0.95,0.08,-47.76,2.58,10933333552.0,10933333552.0,-0.3,-0.3,-13.91,-20.58
2289,430489,佳先股份,23.12,1.23,0.28,25753.0,59612484.62,3.81,23.45,22.58,22.58,22.84,0.64,3.01,268.73,6.34,3154936704.0,1981239477.0,0.0,0.04,23.57,40.98
2290,600059,古越龙山,9.06,1.23,0.11,113051.0,102079695.0,2.91,9.15,8.89,8.92,8.95,0.97,1.24,34.98,1.39,8258574262.0,8258574262.0,-0.22,-0.11,8.76,2.03
2291,601969,海南矿业,7.4,1.23,0.09,80258.0,59320092.0,2.87,7.46,7.25,7.25,7.31,1.22,0.41,20.94,2.13,14791062561.0,14637910681.0,0.14,0.14,8.03,4.37
2292,001368,通达创智,22.15,1.23,0.27,38756.0,85684537.0,4.3,22.5,21.56,21.67,21.88,1.44,12.08,22.46,1.84,2528967390.0,710707093.0,0.14,0.14,11.25,17.44
2293,603023,*ST威帝,3.28,1.23,0.04,111432.0,36498392.0,5.56,3.33,3.15,3.32,3.24,2.0,2.0,571.31,2.38,1830625095.0,1830625095.0,0.0,-0.3,13.89,19.71
2294,832885,星辰科技,15.78,1.22,0.19,18293.0,28702388.5,3.72,15.88,15.3,15.3,15.59,0.5,2.08,167.49,7.08,2692304700.0,1389012140.0,0.45,0.83,15.94,29.34
2295,301318,维海德,29.76,1.22,0.36,27894.0,82767150.75,2.93,29.96,29.1,29.2,29.4,0.88,4.77,23.76,2.14,4021494870.0,1741366135.0,-0.13,-0.1,-3.09,0.81
2296,301111,粤万年青,14.06,1.22,0.17,10467.0,14735883.0,2.66,14.17,13.8,13.8,13.89,0.94,0.65,-163.41,2.96,2249600000.0,2249600000.0,-0.07,-0.07,-8.58,-13.64
2297,300676,华大基因,47.45,1.22,0.57,19617.0,92560244.88,2.92,47.77,46.4,46.86,46.88,1.02,0.47,-93.61,2.17,19730733734.0,19623423186.0,-0.08,-0.04,21.82,13.06
2298,300620,光库科技,39.86,1.22,0.48,19000.0,75568449.0,2.23,40.08,39.2,39.38,39.38,0.8,0.77,228.97,5.08,9932336524.0,9839579952.0,-0.05,0.03,-22.03,-17.98
2299,002421,达实智能,3.32,1.22,0.04,202409.0,66737195.0,2.74,3.33,3.24,3.26,3.28,1.06,1.01,272.03,2.07,7040331041.0,6662216627.0,0.3,0.3,1.22,-3.21
2300,300355,蒙草生态,4.16,1.22,0.05,178131.0,73811789.0,2.68,4.18,4.07,4.11,4.11,0.81,1.3,-98.52,1.58,6673647057.0,5682833703.0,0.24,0.48,-12.61,-18.91
2301,603829,洛凯股份,14.89,1.22,0.18,15365.0,22762625.0,2.38,14.93,14.58,14.69,14.71,1.18,0.96,21.32,2.22,2382400000.0,2382400000.0,0.07,0.07,9.65,10.46
2302,300557,理工光科,30.62,1.22,0.37,6023.0,18412018.0,2.61,30.77,29.98,30.0,30.25,1.0,0.66,88.29,2.86,2848761065.0,2801646071.0,0.16,0.07,0.43,-6.3
2303,871981,晶赛科技,34.84,1.22,0.42,8503.0,29508518.84,4.36,35.5,34.0,34.0,34.42,0.59,2.28,650.98,5.21,2664145120.0,1299867091.0,0.29,-0.2,17.9,31.57
2304,603031,安孚科技,25.88,1.21,0.31,6348.0,16426510.0,2.15,26.05,25.5,25.57,25.57,0.61,0.3,32.49,3.06,5463785600.0,5463785600.0,-0.04,0.12,-4.36,-8.74
2305,300327,中颖电子,21.67,1.21,0.26,31878.0,68830410.0,1.68,21.71,21.35,21.45,21.41,0.61,0.94,118.87,4.21,7397904592.0,7374629474.0,0.09,0.18,-9.71,-11.44
2306,300171,东富龙,11.71,1.21,0.14,21672.0,25272339.8,1.9,11.74,11.52,11.57,11.57,0.81,0.39,111.36,1.15,8967846348.0,6588717627.0,0.0,0.0,-6.84,-11.82
2307,688132,邦彦技术,18.47,1.21,0.22,7279.0,13351314.0,3.45,18.6,17.97,18.25,18.25,1.26,0.67,-76.81,1.93,2811599518.0,2003915911.0,0.16,0.16,2.61,8.78
2308,688507,索辰科技,75.93,1.21,0.91,8060.0,60842442.0,4.75,77.16,73.6,73.67,75.02,0.89,1.64,-108.22,2.38,6766029969.0,3738468979.0,0.0,0.03,19.33,38.81
2309,002195,岩山科技,5.03,1.21,0.06,1287805.0,644445824.06,4.02,5.08,4.88,4.94,4.97,0.86,2.29,226.4,2.9,28578169318.0,28233636530.0,-0.2,0.0,22.68,26.7
2310,600150,中国船舶,29.32,1.21,0.35,164327.0,479963371.0,1.66,29.34,28.86,29.0,28.97,1.41,0.37,43.31,2.65,131131611185.0,131131611185.0,0.03,0.07,-13.2,-18.46
2311,300629,新劲刚,17.5,1.21,0.21,22366.0,39072497.6,2.49,17.63,17.2,17.2,17.29,0.6,1.06,-59.05,2.6,4399909920.0,3703342948.0,0.23,0.23,-14.22,-18.98
2312,601311,骆驼股份,8.38,1.21,0.1,99237.0,82896116.0,2.05,8.4,8.23,8.25,8.28,1.0,0.85,10.38,1.0,9830964469.0,9830964469.0,0.12,0.36,1.7,1.09
2313,300654,世纪天鸿,10.03,1.21,0.12,65254.0,64881972.12,4.54,10.06,9.61,9.8,9.91,1.47,1.85,175.08,4.3,3672232266.0,3537062289.0,0.0,-0.3,-16.83,-0.59
2314,835640,富士达,25.99,1.21,0.31,15559.0,40379376.0,2.76,26.23,25.52,25.56,25.68,0.6,0.86,98.6,5.5,4879050720.0,4692895006.0,-0.04,0.0,9.57,-4.66
2315,688115,思林杰,35.07,1.21,0.42,2672.0,9341203.0,3.87,35.34,34.0,35.0,34.65,1.6,0.63,-46.61,1.86,2338116900.0,1477832265.0,-0.09,0.2,-11.44,-19.01
2316,600359,新农开发,6.7,1.21,0.08,40223.0,26778348.0,2.11,6.72,6.58,6.6,6.62,0.66,1.05,80.3,3.79,2556135894.0,2556135894.0,-0.15,0.0,6.35,4.85
2317,301550,斯菱股份,105.6,1.2,1.25,23455.0,246738002.84,5.57,107.5,101.69,104.1,104.35,0.92,3.49,62.51,6.52,11616000000.0,7097534400.0,0.38,0.59,18.65,45.07
2318,300259,新天科技,3.38,1.2,0.04,52497.0,17721606.6,2.4,3.4,3.32,3.36,3.34,1.02,0.45,36.33,1.34,3953929124.0,3953022321.0,0.0,0.0,-0.59,-3.43
2319,002106,莱宝高科,9.29,1.2,0.11,51628.0,47629639.41,2.18,9.3,9.1,9.15,9.18,0.63,0.73,21.85,1.19,6557032126.0,6541410973.0,0.11,0.0,-14.06,-14.85
2320,002369,卓翼科技,8.41,1.2,0.1,189853.0,157970043.28,3.73,8.43,8.12,8.29,8.31,0.7,3.35,-37.08,10.99,4768102315.0,4759835865.0,0.24,0.36,35.86,32.23
2321,300184,力源信息,10.08,1.2,0.12,304787.0,306387599.0,3.71,10.18,9.81,9.96,9.96,0.9,2.91,72.13,3.09,11632440174.0,10567737724.0,-0.1,-0.1,7.92,8.04
2322,603602,纵横通信,15.21,1.2,0.18,26816.0,40649964.0,4.06,15.37,14.76,15.0,15.03,1.11,1.17,254.89,3.34,3486866537.0,3486866537.0,-0.07,-0.07,-1.3,-4.94
2323,002309,*ST中利,2.53,1.2,0.03,60153.0,15042293.0,4.0,2.54,2.44,2.48,2.5,1.18,0.49,-24.7,4.41,7609393424.0,3075523096.0,0.4,0.4,7.66,3.69
2324,002817,黄山胶囊,6.75,1.2,0.08,30749.0,20728879.67,1.8,6.78,6.66,6.66,6.67,1.45,1.06,26.79,2.16,2018912648.0,1957765241.0,0.15,-0.15,7.48,8.35
2325,301500,飞南资源,19.36,1.2,0.23,11994.0,23194043.0,3.19,19.49,18.88,18.95,19.13,0.68,1.17,384.97,1.72,7784671062.0,1992014946.0,0.1,0.1,7.86,7.56
2326,688267,中触媒,24.37,1.2,0.29,5134.0,12499286.0,2.99,24.52,23.8,24.0,24.08,0.89,0.55,26.37,1.55,4293994000.0,2261710465.0,0.04,0.04,6.09,3.7
2327,002833,弘亚数控,16.83,1.2,0.2,16920.0,28442076.2,2.95,16.99,16.5,16.63,16.63,0.77,0.59,13.5,2.52,7139812459.0,4856435011.0,0.0,0.06,-3.5,0.0
2328,002263,大东南,2.54,1.2,0.03,198859.0,50319162.68,2.79,2.56,2.49,2.5,2.51,1.5,1.06,260.38,1.73,4771034654.0,4770996554.0,-0.39,0.0,10.43,2.42
2329,603615,茶花股份,21.0,1.2,0.25,20752.0,43262513.0,3.42,21.15,20.44,20.74,20.75,1.39,0.86,-859.56,4.47,5078220000.0,5078220000.0,0.0,0.0,-4.55,-8.22
2330,688080,映翰通,41.4,1.2,0.49,8432.0,34697977.0,3.28,41.52,40.18,40.65,40.91,0.56,1.14,34.32,2.87,3057466259.0,3057466259.0,0.0,0.17,16.29,25.76
2331,002588,史丹利,8.41,1.2,0.1,105730.0,88797014.09,3.01,8.49,8.24,8.25,8.31,0.77,1.23,8.4,1.36,9687411552.0,7220805564.0,-0.24,-0.12,16.97,13.96
2332,001219,青岛食品,13.45,1.2,0.16,28267.0,37974974.95,1.81,13.56,13.32,13.47,13.29,0.51,1.49,22.04,2.48,2622531438.0,2554443422.0,-0.07,-0.15,1.51,-2.04
2333,300720,海川智能,20.21,1.2,0.24,16452.0,33355169.0,2.7,20.49,19.95,20.0,19.97,0.75,0.95,135.1,6.62,3938469344.0,3502434451.0,-0.05,-0.05,10.38,15.09
2334,600353,旭光电子,8.44,1.2,0.1,251314.0,211192942.0,3.96,8.55,8.22,8.35,8.34,1.21,3.03,58.18,3.8,7014832732.0,6995166182.0,0.0,-0.12,15.78,16.9
2335,301217,铜冠铜箔,10.08,1.2,0.12,24234.0,24381785.0,3.11,10.13,9.82,9.82,9.96,1.01,1.06,439.67,1.55,8356476684.0,2308476684.0,0.0,0.0,-7.1,-9.03
2336,000810,创维数字,10.93,1.2,0.13,68293.0,74403773.0,2.96,10.99,10.67,10.78,10.8,0.95,0.61,589.96,1.98,12571861667.0,12231584491.0,0.09,0.09,-13.25,-31.0
2337,833394,民士达,41.17,1.2,0.49,31881.0,132373508.7,4.84,42.25,40.28,40.89,40.68,0.77,6.65,49.27,8.06,6021112500.0,1974255888.0,0.22,0.37,81.45,112.22
2338,002491,通鼎互联,4.2,1.2,0.05,86025.0,36114291.0,2.89,4.23,4.11,4.14,4.15,1.33,0.73,66.81,2.03,5165976900.0,4941169258.0,-0.24,-0.24,-14.63,-18.29
2339,002678,珠江钢琴,4.22,1.2,0.05,41430.0,17514725.0,2.64,4.26,4.15,4.17,4.17,0.3,0.31,-24.35,1.66,5738391123.0,5728964171.0,0.0,0.0,-2.76,-5.59
2340,300890,翔丰华,24.49,1.2,0.29,11531.0,28240830.0,2.36,24.67,24.1,24.1,24.2,0.67,1.06,-89.41,1.44,2915096521.0,2659448227.0,0.04,0.0,-11.33,-19.07
2341,600756,浪潮软件,14.34,1.2,0.17,32588.0,46543389.0,2.61,14.38,14.01,14.12,14.17,0.97,1.01,341.05,2.0,4647576118.0,4647576118.0,-0.07,-0.07,-1.65,0.07
2342,002579,中京电子,7.56,1.2,0.09,54971.0,41371894.0,3.08,7.61,7.38,7.4,7.47,0.93,0.95,171.26,1.92,4631396767.0,4396341807.0,0.13,0.13,-6.55,-4.3
2343,000156,华数传媒,7.57,1.2,0.09,58931.0,44546916.78,2.01,7.6,7.45,7.46,7.48,1.11,0.35,26.27,0.94,14026698586.0,12868060389.0,-0.13,0.13,6.17,5.14
2344,600965,福成股份,5.1,1.19,0.06,69287.0,35123814.0,1.98,5.11,5.01,5.06,5.04,0.6,0.85,43.54,1.95,4175374871.0,4175374871.0,0.0,0.2,27.5,17.51
2345,688028,沃尔德,21.3,1.19,0.25,14068.0,29815090.0,3.52,21.45,20.71,20.88,21.05,0.84,0.98,38.37,1.65,3237553736.0,3050004595.0,0.38,0.52,2.4,-3.75
2346,000333,美的集团,74.1,1.19,0.87,118897.0,873029818.66,1.83,74.2,72.86,73.26,73.23,1.09,0.17,14.74,2.62,567895940925.0,511331506819.0,0.03,0.01,1.76,-1.49
2347,002320,海峡股份,5.95,1.19,0.07,70363.0,41702169.29,2.38,5.97,5.83,5.85,5.88,0.87,0.32,51.63,3.16,13262152463.0,13262152463.0,0.17,0.0,-4.34,-8.6
2348,600072,中船科技,11.86,1.19,0.14,56690.0,66970936.0,2.22,11.92,11.66,11.72,11.72,1.28,0.52,-189.84,1.67,17867347694.0,12848380568.0,0.0,0.08,-1.74,-15.59
2349,002139,拓邦股份,13.59,1.19,0.16,179557.0,243609897.5,2.53,13.68,13.34,13.4,13.43,0.86,1.68,21.52,2.46,16944487487.0,14556111021.0,0.15,0.22,-7.36,-0.15
2350,000981,山子高科,1.7,1.19,0.02,876998.0,147946062.49,4.17,1.71,1.64,1.65,1.68,0.99,0.92,-9.81,14.54,16995700510.0,16172645306.0,0.59,0.0,-21.3,-15.0
2351,301035,润丰股份,53.75,1.19,0.63,5611.0,29868984.0,2.39,53.88,52.61,52.99,53.12,0.5,0.2,14.7,2.17,15091439853.0,15067076644.0,-0.24,0.66,13.16,10.32
2352,300287,飞利信,5.11,1.19,0.06,350858.0,178599462.0,3.76,5.16,4.97,5.02,5.05,1.1,2.68,-66.61,6.39,7334249159.0,6697937002.0,0.2,0.2,23.43,21.67
2353,002174,游族网络,9.38,1.19,0.11,86219.0,80856192.0,3.24,9.49,9.19,9.27,9.27,1.16,0.94,86.94,2.09,8591352440.0,8586175384.0,0.11,0.11,5.63,0.32
2354,301536,星宸科技,55.88,1.18,0.65,18660.0,103590979.64,3.31,56.2,54.37,54.7,55.23,0.98,1.0,114.93,7.76,23528832800.0,10426558116.0,-0.02,0.07,-30.06,-30.06
2355,300120,经纬辉开,7.7,1.18,0.09,52597.0,40469484.9,2.89,7.76,7.54,7.56,7.61,0.97,1.0,86.26,1.48,4422833253.0,4061341915.0,0.0,0.0,-13.29,-17.2
2356,688523,航天环宇,18.93,1.18,0.22,10239.0,19419272.0,2.19,19.19,18.78,18.85,18.71,1.31,1.2,193.65,4.69,7702238400.0,1615207834.0,0.0,0.0,0.48,-5.35
2357,688227,品高股份,34.21,1.18,0.4,6377.0,21817807.0,5.32,34.61,32.81,33.82,33.81,1.19,0.99,-62.15,2.95,3867620958.0,2192750878.0,-0.15,0.03,24.54,32.34
2358,603416,信捷电气,50.62,1.18,0.59,11145.0,56041191.0,3.04,51.07,49.55,50.26,50.03,0.62,0.8,38.66,3.04,7115147200.0,7061743100.0,0.04,0.44,9.61,20.67
2359,002097,山河智能,6.87,1.18,0.08,86982.0,59739891.38,3.09,6.95,6.74,6.74,6.79,1.09,0.81,56.86,1.56,7382620604.0,7369288510.0,0.0,0.15,-3.38,-8.4
2360,002301,齐心集团,6.88,1.18,0.08,48670.0,33264037.0,2.79,6.89,6.7,6.8,6.8,0.93,0.68,25.39,1.59,4962598579.0,4939772734.0,0.0,-0.15,-1.71,-3.23
2361,002973,侨银股份,10.26,1.18,0.12,22031.0,22650875.0,4.34,10.41,9.97,10.05,10.14,1.54,0.99,15.51,1.69,4192908676.0,2286943637.0,-0.48,-0.29,-14.29,-3.02
2362,002045,国光电器,13.77,1.18,0.16,105086.0,144136779.21,3.01,13.85,13.44,13.61,13.61,1.05,1.87,59.69,1.73,7745392728.0,7736438785.0,0.22,0.22,-25.28,-36.51
2363,834261,一诺威,14.52,1.18,0.17,66762.0,97564225.38,6.06,14.98,14.11,14.15,14.35,1.02,3.91,20.18,2.65,4227247501.0,2481390841.0,0.0,-0.41,53.98,46.81
2364,000778,新兴铸管,3.42,1.18,0.04,277799.0,95142575.38,2.07,3.45,3.38,3.39,3.38,2.21,0.71,24.73,0.53,13554083415.0,13316196652.0,0.29,0.0,-4.2,-10.94
2365,605060,联德股份,17.18,1.18,0.2,8309.0,14157896.0,3.71,17.19,16.56,17.06,16.98,0.81,0.35,22.44,1.75,4143541120.0,4133370560.0,0.0,0.29,-22.33,-1.66
2366,603132,金徽股份,11.16,1.18,0.13,9894.0,11018070.0,1.45,11.2,11.04,11.1,11.03,1.19,0.1,29.08,3.29,10914480000.0,10914480000.0,-0.09,-0.09,-2.02,-0.62
2367,300514,友讯达,12.82,1.18,0.15,45747.0,58570136.25,2.68,12.92,12.58,12.58,12.67,1.61,2.89,72.85,2.44,2564000000.0,2030860750.0,0.0,0.16,-12.67,-11.22
2368,300788,中信出版,29.93,1.18,0.35,12324.0,36846629.0,2.27,30.07,29.4,29.4,29.58,1.1,0.65,26.22,2.57,5691234844.0,5691234844.0,0.13,0.17,-9.88,-5.19
2369,002456,欧菲光,11.16,1.18,0.13,449972.0,499570379.28,2.9,11.22,10.9,11.0,11.03,1.0,1.38,-156.81,10.11,36975331976.0,36300457426.0,0.0,0.0,-10.58,-6.84
2370,301236,软通动力,55.73,1.18,0.65,104637.0,580603975.07,2.63,55.95,54.5,55.0,55.08,0.97,1.54,294.42,5.02,53107411794.0,37913976629.0,0.04,0.04,-0.85,-5.08
2371,300024,机器人,16.25,1.18,0.19,114356.0,185259295.97,1.93,16.32,16.01,16.09,16.06,0.9,0.75,-126.53,5.81,25441324188.0,24916091753.0,-0.06,0.31,-17.22,-9.47
2372,603070,万控智造,12.09,1.17,0.14,10189.0,12277189.0,2.51,12.16,11.86,11.86,11.95,0.87,0.26,130.57,2.27,4848090000.0,4780590418.0,0.08,0.08,-13.58,-8.13
2373,603628,清源股份,11.23,1.17,0.13,13810.0,15468541.0,1.44,11.26,11.1,11.11,11.1,0.83,0.51,23.57,2.35,3074774000.0,3056451132.0,0.0,0.09,-8.77,-10.02
2374,301538,骏鼎达,68.17,1.17,0.79,3120.0,21333234.0,2.98,69.0,66.99,67.37,67.38,0.68,1.4,20.27,2.9,3817520000.0,1519663705.0,0.03,0.22,-6.42,-11.55
2375,300693,盛弘股份,29.42,1.17,0.34,44983.0,132058482.79,2.44,29.71,29.0,29.18,29.08,0.79,1.68,31.56,5.3,9202453113.0,7869673274.0,0.03,0.1,-5.71,9.12
2376,688608,恒玄科技,406.28,1.17,4.68,7980.0,321736900.0,3.56,409.89,395.6,401.6,401.6,0.8,0.66,64.0,7.27,48772109711.0,48772109711.0,0.01,0.07,8.0,24.87
2377,002968,新大正,9.49,1.17,0.11,24637.0,23317221.4,2.45,9.54,9.31,9.38,9.38,0.97,1.16,15.87,1.73,2147376161.0,2022314568.0,-0.21,-0.11,6.39,4.17
2378,003030,祖名股份,17.35,1.17,0.2,13395.0,23159360.0,1.22,17.37,17.16,17.2,17.15,0.28,1.65,-91.52,2.17,2164933000.0,1405084979.0,-0.06,0.06,4.77,12.81
2379,002596,海南瑞泽,3.48,1.16,0.04,145599.0,50612421.0,3.49,3.52,3.4,3.45,3.44,1.26,1.27,-16.53,5.33,3993580203.0,3989697828.0,0.29,0.29,14.1,-1.69
2380,600689,上海三毛,11.35,1.16,0.13,22948.0,25870464.0,3.57,11.42,11.02,11.11,11.22,0.93,1.51,123.64,4.94,2281251743.0,1727517023.0,-0.18,-0.18,8.93,6.07
2381,000818,航锦科技,23.56,1.16,0.27,310029.0,734581055.14,5.2,24.14,22.93,23.32,23.29,1.67,4.58,776.31,6.96,16000915360.0,15958775944.0,-0.17,-0.08,54.39,23.35
2382,301091,深城交,33.12,1.16,0.38,30540.0,100382263.88,3.6,33.3,32.12,32.2,32.74,0.69,0.75,-121.46,5.81,13433472000.0,13433472000.0,0.06,0.09,-22.73,-30.58
2383,603618,杭电股份,6.11,1.16,0.07,79288.0,48554223.0,2.98,6.18,6.0,6.07,6.04,1.03,1.15,49.64,1.38,4224305014.0,4224305014.0,-0.16,0.0,3.21,12.52
2384,603601,再升科技,3.48,1.16,0.04,61573.0,21420452.0,2.03,3.5,3.43,3.43,3.44,0.85,0.6,26.49,1.68,3555347519.0,3555347519.0,0.0,0.0,7.41,3.57
